epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,473.408,0,117.213,0,0,0,0,0,0,133.653,0,0.000249761,0.000249761,0.000249761
2,861.137,0,102.363,0,0,0,0,0,0,107.856,0,0.000501084,0.000501084,0.000501084
3,1238.44,0,92.7773,0,0,0,0,0,0,96.9121,0,0.000747331,0.000747331,0.000747331
